ct_disease_raw,match_status,mapped_pubtator_label,mapped_pubtator_id
Brain Abscess,ambiguous,,
Brain Activity,unmatched,,
Brain Cancer,unmatched,,
Brain Connectivity,unmatched,,
Brain Dead Organ Donors,unmatched,,
Brain Death,ambiguous,,
Brain Development,unmatched,,
Brain Diseases,ambiguous,,
Brain Edema,ambiguous,,
Brain Function,unmatched,,
Brain GABA-B Function,unmatched,,
Brain Hypoxia,ambiguous,,
Brain Infarction,ambiguous,,
Brain Injuries,ambiguous,,
"Brain Injuries, Acute",unmatched,,
"Brain Injuries, Traumatic",ambiguous,,
Brain Injury,ambiguous,,
Brain Injury Traumatic Severe (Diagnosis),unmatched,,
Brain Insulin Sensitivity,unmatched,,
Brain Ischemia,ambiguous,,
Brain Metabolism,unmatched,,
Brain Metastases,unmatched,,
Brain Metastases From Extra-cranial Solid Tumors,unmatched,,
Brain Metastases From Non-small Cell Lung Cancer (NSCLC),unmatched,,
"Brain Metastases, Adult",unmatched,,
Brain Metastasis,unmatched,,
Brain Neoplasm,ambiguous,,
Brain Neoplasms,ambiguous,,
"Brain Neoplasms, Malignant",unmatched,,
Brain Oligometastases,unmatched,,
Brain Stem Glioma,unmatched,,
Brain Swelling,unmatched,,
Brain Trauma,unmatched,,
Brain Tumor,unmatched,,
"Brain Tumor, Pediatric",unmatched,,
"Brain Tumor, Recurrent",unmatched,,
Brain Tumors,unmatched,,
Brain and Central Nervous System Tumors,unmatched,,
Brainstem Glioma,unmatched,,
Branch Retinal Vein Occlusion,unmatched,,
Breakthrough Bleeding,unmatched,,
Breakthrough Cancer Pain,unmatched,,
Breakthrough Pain,matched_exact,Breakthrough Pain,@DISEASE_Breakthrough_Pain
Breakthrough Spotting,unmatched,,
Breast,unmatched,,
Breast - Female,unmatched,,
Breast Cancer,unmatched,,
Breast Cancer Early Stage Breast Cancer (Stage 1-3),unmatched,,
Breast Cancer Female,unmatched,,
Breast Cancer Metastatic,unmatched,,
Breast Cancer Risk,unmatched,,
Breast Cancer Stage 2 and 3,unmatched,,
Breast Cancer Stage I,unmatched,,
Breast Cancer Stage II,unmatched,,
Breast Cancer Stage III,unmatched,,
Breast Cancer Stage IV,unmatched,,
Breast Cancer Surgery,unmatched,,
Breast Cancer Survivor,unmatched,,
Breast Cancer Triple Negative,unmatched,,
"Breast Cancer, Metastatic",unmatched,,
Breast Cancers,unmatched,,
Breast Carcinoma,unmatched,,
Breast Carcinoma Metastatic in the Brain,unmatched,,
Breast Diseases,ambiguous,,
Breast Feeding,unmatched,,
"Breast Feeding, Exclusive",unmatched,,
Breast Fibroadenoma,unmatched,,
Breast Implantation,unmatched,,
Breast Milk Collection,unmatched,,
Breast Neoplasm,ambiguous,,
Breast Neoplasm Female,unmatched,,
"Breast Neoplasm, Male",ambiguous,,
Breast Neoplasms,ambiguous,,
Breast Pain,unmatched,,
"Breast Prosthesis, Infection or Inflammation",unmatched,,
Breast Reconstruction,unmatched,,
Breast Reduction,unmatched,,
Breast Surgery,unmatched,,
Breast Tumors,unmatched,,
Breastfed Infants of Mothers on Select DOI,unmatched,,
Breastfeeding,unmatched,,
Breath Test,unmatched,,
Breathing-Related,unmatched,,
Breathlessness,unmatched,,
Brief Psychotic Disorder,unmatched,,
Bronchial Asthma,unmatched,,
Bronchial Disease,unmatched,,
Bronchial Diseases,ambiguous,,
Bronchial Hyperreactivity,ambiguous,,
Bronchiectasis,ambiguous,,
Bronchiolitis,ambiguous,,
Bronchiolitis Obliterans,ambiguous,,
Bronchiolitis Obliterans Syndrome,ambiguous,,
Bronchitis,ambiguous,,
"Bronchitis, Chronic",ambiguous,,
Bronchoconstriction,unmatched,,
Bronchodilation,unmatched,,
Bronchopulmonary Dysplasia,ambiguous,,
Bronchopulmonary Dysplasia (BPD),unmatched,,
Bronchospasm,unmatched,,
Brown Adipose Tissue,unmatched,,
Bruising,unmatched,,
Bruxism,ambiguous,,
Bulbar Palsy,unmatched,,
Bulimia Nervosa,ambiguous,,
Bullous Pemphigoid,ambiguous,,
Bunion,unmatched,,
Bunion of Unspecified Foot,unmatched,,
Bunionectomy,unmatched,,
Bunionette of Unspecified Foot,unmatched,,
Bunions,unmatched,,
Buprenorphine,unmatched,,
Buprenorphine Dependence,unmatched,,
Burkitt Lymphoma,ambiguous,,
Burkitt's Lymphoma,unmatched,,
Burn,ambiguous,,
Burn Injury,unmatched,,
Burn Scar,unmatched,,
Burning Mouth Syndrome,ambiguous,,
Burns,ambiguous,,
Bursitis,ambiguous,,
Buruli Ulcer,ambiguous,,
C Reactive Protein,unmatched,,
C-Peptide Effects on the QT/QTc Interval,unmatched,,
C. Difficile,unmatched,,
C. Difficile Infection,unmatched,,
CABG,unmatched,,
CAR T-Cell Therapy,unmatched,,
CBD,unmatched,,
CBL Gene Mutation,unmatched,,
CBS Deficiency,unmatched,,
CBT,unmatched,,
CCD,unmatched,,
CCNE1 Amplification,unmatched,,
CD20-positive B-cell Non-Hodgkin Lymphoma,unmatched,,
CD4 Deficiency,unmatched,,
CHEYNE Stokes Respiration,matched_exact,Cheyne Stokes Respiration,@DISEASE_Cheyne_Stokes_Respiration
CHILD B,unmatched,,
CIN - Cervical Intraepithelial Neoplasia,unmatched,,
CIN 1,unmatched,,
CIN 2,unmatched,,
CINV,unmatched,,
CIPN - Chemotherapy-Induced Peripheral Neuropathy,unmatched,,
CKD,unmatched,,
CKD Stage 1-4,unmatched,,
CKD Stage 3,unmatched,,
CKD Stage 3/4,unmatched,,
CKD Stage 4,unmatched,,
CKD5 Stage Dialysis,unmatched,,
CLARITHROMYCIN/DILTIAZEM [VA Drug Interaction],unmatched,,
CLL,unmatched,,
CLL (Chronic Lymphocytic Leukemia),unmatched,,
CML (Chronic Myelogenous Leukemia),unmatched,,
"CML Chronic Phase, Accelerated Phase, or Blast Crisis",unmatched,,
"CML, Chronic Phase",unmatched,,
CMV,unmatched,,
CMV Disease,unmatched,,
CMV Infected Fetuses,unmatched,,
CMV Infection,unmatched,,
CMV Retinitis,unmatched,,
CMV Viremia,unmatched,,
CNS Involvement of Systemic Lymphoma,unmatched,,
CNS Leukemia,unmatched,,
CNS Lymphoma,unmatched,,
CNS Tumors,unmatched,,
COPD,unmatched,,
COPD (Chronic Obstructive Pulmonary Disease),unmatched,,
COPD Bronchitis,unmatched,,
COPD Exacerbation,unmatched,,
COPD Exacerbation Acute,unmatched,,
COPD Method Evaluation,unmatched,,
COPD Patients,unmatched,,
COVID,unmatched,,
COVID - 19,ambiguous,,
COVID -19,ambiguous,,
COVID 19,ambiguous,,
COVID-19,ambiguous,,
COVID-19 Acute Bronchitis,unmatched,,
COVID-19 Acute Respiratory Distress Syndrome,unmatched,,
COVID-19 Associated Cardiac Involvement,unmatched,,
COVID-19 Infection,unmatched,,
COVID-19 Pandemic,unmatched,,
COVID-19 Pneumonia,unmatched,,
COVID-19 Respiratory Infection,unmatched,,
COVID-19 Vaccine,unmatched,,
COVID-19 Vaccine Adverse Reaction,unmatched,,
COVID-19 Virus Disease,unmatched,,
COVID-19 Virus Infection,unmatched,,
"COVID-19, Hydroxychloroquine Sulfate",unmatched,,
COVID19,unmatched,,
CP-B Liver Cirrhosis,unmatched,,
CPSP,unmatched,,
CRP,unmatched,,
CRPS,unmatched,,
CSF1R Mutation),unmatched,,
CSWS,unmatched,,
CTCL/ Mycosis Fungoides,unmatched,,
CTEPH,unmatched,,
CTS,unmatched,,
CVA,unmatched,,
CVA (Cerebrovascular Accident),unmatched,,
CVD,unmatched,,
CYP2C19 Polymorphism,unmatched,,
Cachexia,ambiguous,,
Caesarean Section,unmatched,,
Caffeine,unmatched,,
Calcaneus Deformity of Foot,unmatched,,
Calcaneus Fractures,unmatched,,
Calcific Aortic Stenosis,unmatched,,
Calcific Shoulder Tendinitis,unmatched,,
Calcific Tendinitis,unmatched,,
Calcification,unmatched,,
Calcification Tendon,unmatched,,
Calcium Metabolism Disorders,ambiguous,,
Calcium-Channel Blockers Toxicity,unmatched,,
Calculi,ambiguous,,
Calculus,unmatched,,
Caloric Restriction,unmatched,,
Calyx,unmatched,,
Canavan Disease,matched_exact,Canavan Disease,@DISEASE_Canavan_Disease
Cancer,unmatched,,
Cancer & COVID 19,unmatched,,
Cancer Associated Anorexia - Cachexia,unmatched,,
Cancer Pain,ambiguous,,
Cancer Pains,ambiguous,,
Cancer Patients,unmatched,,
Cancer and Tobacco Abuse,unmatched,,
Cancer of Brain,unmatched,,
Cancer of Breast,unmatched,,
Cancer of Cervix,unmatched,,
Cancer of Endometrium,unmatched,,
Cancer of Head and Neck,unmatched,,
Cancer of Ovary,unmatched,,
Cancer of Pancreas,unmatched,,
Cancer of Prostate,unmatched,,
Cancer of Thyroid,unmatched,,
Cancer of the Brain,unmatched,,
Cancer of the Breast,unmatched,,
Cancer of the Head and Neck,unmatched,,
Cancer of the Ovary,unmatched,,
Cancer of the Pancreas,unmatched,,
Cancer of the Prostate,unmatched,,
Cancer of the Thyroid,unmatched,,
"Cancer, Advanced",unmatched,,
"Cancer, Lung",unmatched,,
"Cancer, Treatment-Related",unmatched,,
Cancer-Related Condition,unmatched,,
Cancer-associated Thrombosis,unmatched,,
Cancer-related Cognitive Difficulties,unmatched,,
Cancer-related Fatigue,unmatched,,
Cancers,unmatched,,
Cancers of Non-thoracic Origin With Metastases to the Lungs or Pleura,unmatched,,
Candidemia,ambiguous,,
Candidiasis,ambiguous,,
"Candidiasis, Esophageal",unmatched,,
"Candidiasis, Oral",ambiguous,,
"Candidiasis, Vulvovaginal",ambiguous,,
Cannabidiol,unmatched,,
Cannabis,unmatched,,
Cannabis Abuse,unmatched,,
Cannabis Dependence,unmatched,,
Cannabis Intoxication,unmatched,,
Cannabis Use,unmatched,,
Cannabis Use Disorder,unmatched,,
Cannabis Withdrawal,unmatched,,
Capillary Leak Syndrome,ambiguous,,
Capsular Contracture Associated With Breast Implant,unmatched,,
Capsulitis of MTP Joint,unmatched,,
Carbohydrate Availability,unmatched,,
Carcinoma,ambiguous,,
"Carcinoma Cervix,Stage III",unmatched,,
Carcinoma of Buccal Mucosa,unmatched,,
"Carcinoma, Hepatocellular",ambiguous,,
"Carcinoma, Non Small Cell Lung",ambiguous,,
"Carcinoma, Non-Small-Cell Lung",ambiguous,,
"Carcinoma, Ovarian Epithelial",ambiguous,,
"Carcinoma, Renal Cell",ambiguous,,
"Carcinoma, Transitional Cell",ambiguous,,
Carcinomas,ambiguous,,
Carcinomatosis,unmatched,,
Cardiac AL Amyloidosis,unmatched,,
Cardiac Allograft Vasculopathy,unmatched,,
Cardiac Amyloidosis,unmatched,,
Cardiac Arrest,unmatched,,
Cardiac Arrests With Shockable Rhythm,unmatched,,
Cardiac Arrhythmia,ambiguous,,
Cardiac Arrhythmias,ambiguous,,
Cardiac Arrythmias,unmatched,,
Cardiac Catheterizations,unmatched,,
Cardiac Death,unmatched,,
Cardiac Disease,unmatched,,
Cardiac Dysfunction,unmatched,,
Cardiac Effects in Normal Healthy Volunteers,unmatched,,
Cardiac Event,unmatched,,
Cardiac Event Risk,unmatched,,
Cardiac Failure,unmatched,,
Cardiac Fibrosis,unmatched,,
Cardiac MRI <40,unmatched,,
Cardiac Output,unmatched,,
"Cardiac Output, High",ambiguous,,
"Cardiac Output, Low",ambiguous,,
Cardiac Rehabilitation,unmatched,,
Cardiac Remodeling,unmatched,,
Cardiac Repolarization,unmatched,,
Cardiac Repolarization in Healthy Subjects,unmatched,,
Cardiac Sarcoidosis,unmatched,,
Cardiac Surgery,unmatched,,
Cardiac Surgery Intensive Care Treatment,unmatched,,
Cardiac Surgery Requiring Cardiopulmonary Bypass,unmatched,,
Cardiac Surgery Subjects,unmatched,,
Cardiac Surgery-associated Acute Kidney Injury,unmatched,,
Cardiac Toxicity,unmatched,,
Cardiac Transplantation,unmatched,,
Cardiac Valvular Insufficiency,unmatched,,
"Cardiac, Heart, Functional Disturbance as Result",unmatched,,
Cardio-Renal Syndrome,ambiguous,,
Cardiodynamics,unmatched,,
Cardiogenic Shock,ambiguous,,
Cardiogenic Shock Post Myocardial Infarction,unmatched,,
Cardiometabolic Risk Factors,unmatched,,
Cardiomyopathies,ambiguous,,
Cardiomyopathy,ambiguous,,
Cardiomyopathy Due to Drug,unmatched,,
Cardiomyopathy Right Ventricular,unmatched,,
Cardiomyopathy With Unknown Etiology,unmatched,,
"Cardiomyopathy, Alcoholic",ambiguous,,
"Cardiomyopathy, Dilated",ambiguous,,
"Cardiomyopathy, Hypertrophic",ambiguous,,
"Cardiomyopathy, Post-surgical",unmatched,,
Cardioplegia,unmatched,,
Cardioplegia Solution Adverse Reaction,unmatched,,
Cardiopulmonary Bypass,unmatched,,
Cardiopulmonary Exercise Test,unmatched,,
Cardiorenal Syndrome,unmatched,,
Cardiorespiratory Fitness,unmatched,,
Cardiotoxicity,ambiguous,,
Cardiovascular,unmatched,,
Cardiovascular (CV) Risk,unmatched,,
Cardiovascular Abnormalities,ambiguous,,
Cardiovascular Complication,unmatched,,
Cardiovascular Disease,unmatched,,
Cardiovascular Disease (CVD),unmatched,,
Cardiovascular Disease Prevention,unmatched,,
Cardiovascular Disease Risk,unmatched,,
Cardiovascular Diseases,ambiguous,,
Cardiovascular Diseases (CVD),unmatched,,
Cardiovascular Disorder,unmatched,,
Cardiovascular Events,unmatched,,
Cardiovascular Function,unmatched,,
Cardiovascular Health,unmatched,,
Cardiovascular Kidney Metabolic Syndrome,unmatched,,
Cardiovascular Morbidity,unmatched,,
Cardiovascular Mortality,unmatched,,
Cardiovascular Prevention,unmatched,,
Cardiovascular Risk,unmatched,,
Cardiovascular Risk Factor,unmatched,,
Cardiovascular Risk Factors,unmatched,,
Cardioversion,unmatched,,
Care Burden,unmatched,,
Caregiver,unmatched,,
Caregiver Burnout,unmatched,,
Caregiver Stress,unmatched,,
Caregivers,unmatched,,
"Caries,Dental",ambiguous,,
Carotid Artery Disease,unmatched,,
Carotid Artery Diseases,ambiguous,,
Carotid Artery Dissection,unmatched,,
Carotid Artery Injury,ambiguous,,
Carotid Artery Occlusion,unmatched,,
Carotid Artery Plaque,unmatched,,
Carotid Artery Stenosis,unmatched,,
Carotid Atherosclerosis,unmatched,,
Carotid Endarterectomy,unmatched,,
Carotid Plaque,unmatched,,
Carotid Stenosis,ambiguous,,
Carotid Stenting,unmatched,,
Carpal Tunnel,unmatched,,
Carpal Tunnel Release,unmatched,,
Carpal Tunnel Syndrome,ambiguous,,
Carpal Tunnel Syndrome (CTS),unmatched,,
Carvedilol,unmatched,,
Castrate-Resistant Prostate Cancer,unmatched,,
Castration Levels of Testosterone,unmatched,,
Castration Resistant Metastatic Prostate Cancer,unmatched,,
Castration Resistant Prostate Cancer,unmatched,,
Castration Resistant Prostate Cancer (CRPC),unmatched,,
Castration Resistant Prostatic Cancer,unmatched,,
Castration-Resistant Prostate Cancer,unmatched,,
Castration-Resistant Prostate Carcinoma,unmatched,,
Castration-Sensitive Prostate Carcinoma,unmatched,,
Castration-resistant Prostate Cancer,unmatched,,
"Castration-resistant, Metastatic",unmatched,,
Cat Bite,unmatched,,
Cat-Scratch Disease,ambiguous,,
Cataract,ambiguous,,
Cataract Bilateral Nos,unmatched,,
Cataract Diabetic,unmatched,,
Cataract Extraction,unmatched,,
Cataract Surgery,unmatched,,
Cataract Surgery Anesthesia,unmatched,,
Cataracts,ambiguous,,
Cataracts Infantile,unmatched,,
Catatonia,ambiguous,,
Catecholaminergic Polymorphic Ventricular Tachycardia,unmatched,,
Catheter Ablation,unmatched,,
Catheter Related Complication,unmatched,,
Catheter Site Discomfort,unmatched,,
Catheter-Associated Urinary Tract Infection,unmatched,,
Catheter-Related Infections,ambiguous,,
Catheter-related Bladder Discomfort (CRBD),unmatched,,
Caucasians,unmatched,,
"Cavernous Angioma, Familial",unmatched,,
"Cavernous Malformations,Cerebral and/or Spinal",unmatched,,
Cefazolin,unmatched,,
Celebrex,unmatched,,
Celecoxib,unmatched,,
Celiac Disease,ambiguous,,
Celiac Disease in Children,unmatched,,
Cell Therapy,unmatched,,
Cellular Senescence,unmatched,,
Cellulitis,ambiguous,,
Center-involved Diabetic Macular Edema (CI-DME),unmatched,,
Central Abdominal Bulging,unmatched,,
Central Apnea,unmatched,,
Central Arterial Pressure,unmatched,,
Central Centrifugal Cicatricial Alopecia (CCCA),unmatched,,
Central Hypothyroidism,unmatched,,
Central Line-associated Bloodstream Infection (CLABSI),unmatched,,
Central Nervous System Carcinoma,unmatched,,
Central Nervous System Depressants,unmatched,,
Central Nervous System Diseases,ambiguous,,
Central Nervous System Infections,ambiguous,,
Central Nervous System Leukemia,unmatched,,
Central Nervous System Lymphoma,unmatched,,
Central Nervous System Neoplasm,ambiguous,,
"Central Nervous System Tumor, Pediatric",unmatched,,
Central Neural Response,unmatched,,
Central Neuropathic Pain,unmatched,,
Central Pain Syndrome,unmatched,,
Central Post-stroke Pain,unmatched,,
Central Retinal Vein Occlusion With 20/200 or Worse Visual Acuity,unmatched,,
Central Sensitisation,unmatched,,
Central Serous Chorioretinitis,unmatched,,
Central Serous Retinopathy With Pit of Optic Disc,unmatched,,
Central Venous Catheter,unmatched,,
Central Venous Catheter Thrombosis,unmatched,,
Cephalalgia,unmatched,,
Cephalosporin Allergy,unmatched,,
Cephalosporin Reaction,unmatched,,
Cerebellar Ataxia,ambiguous,,
Cerebral Abscess,unmatched,,
Cerebral Amyloid Angiopathy,ambiguous,,
Cerebral Anoxia,unmatched,,
Cerebral Arteriosclerosis,unmatched,,
Cerebral Atherosclerosis,unmatched,,
Cerebral Autoregulation,unmatched,,
Cerebral Blood Flow,unmatched,,
Cerebral Blood Flow Regulation,unmatched,,
Cerebral Cavernous Hemangioma,unmatched,,
Cerebral Cavernous Malformation,unmatched,,
Cerebral Cavernous Malformations,unmatched,,
Cerebral Edema,unmatched,,
Cerebral Hemorrhage,ambiguous,,
Cerebral Herniation,unmatched,,
Cerebral Infarction,ambiguous,,
Cerebral Ischemic Events,unmatched,,
Cerebral Malaria,ambiguous,,
Cerebral Metastases,unmatched,,
Cerebral Palsy,ambiguous,,
"Cerebral Palsy, Spastic",unmatched,,
Cerebral Small Vessel Diseases,ambiguous,,
Cerebral Tumor,unmatched,,
Cerebral Vascular Accident,unmatched,,
Cerebral Vasospasm,unmatched,,
Cerebral Vein Thrombosis,unmatched,,
Cerebral Venous Sinus Thrombosis,unmatched,,
Cerebral Venous Thrombosis,unmatched,,
Cerebrospinal Fluid,unmatched,,
Cerebrospinal Fluid Leakage,unmatched,,
Cerebrotendinous Xanthomatosis,ambiguous,,
Cerebrothromboembolus,unmatched,,
Cerebrovascular Accident,unmatched,,
Cerebrovascular Accidents,unmatched,,
Cerebrovascular Disease,unmatched,,
Cerebrovascular Disorders,ambiguous,,
Cerebrovascular Event,unmatched,,
Cerebrovascular Insufficiency,unmatched,,
Cerebrovascular Stroke,unmatched,,
Cervical Adenitis,unmatched,,
Cervical Adenocarcinoma,unmatched,,
Cervical Adenosquamous Cell Carcinoma,unmatched,,
Cervical Artery Dissection,unmatched,,
Cervical Cancer,unmatched,,
Cervical Carcinoma,unmatched,,
Cervical Cells,unmatched,,
Cervical Dilation Prior to Dilation and Evacuation,unmatched,,
Cervical Disc Herniation,unmatched,,
Cervical Dystonia,unmatched,,
Cervical Intraepithelial Neoplasia,unmatched,,
Cervical Length,unmatched,,
Cervical Pain,unmatched,,
Cervical Pregnancy,unmatched,,
Cervical Preparation,unmatched,,
Cervical Radiculopathy,unmatched,,
Cervical Ripening,unmatched,,
Cervical Small Cell Carcinoma,unmatched,,
Cervical Spinal Cord Injury,unmatched,,
Cervical Spine Surgery,unmatched,,
Cervical Spondylosis,unmatched,,
Cervical Spondylotic Myelopathy,unmatched,,
Cervical Spondylotic Radiculopathy,unmatched,,
Cervical Squamous Cell Carcinoma,unmatched,,
Cervical Squamous Cell Carcinoma In Situ,unmatched,,
Cervical Stenosis,unmatched,,
Cervical Strain,unmatched,,
Cervicitis,unmatched,,
Cervicogenic Headache,unmatched,,
Cervix Neoplasms,unmatched,,
Cesarean Delivery,unmatched,,
Cesarean Scar Pregnancy,unmatched,,
Cesarean Section,unmatched,,
Cesarean Section Complications,unmatched,,
Cesarean Section Pain,unmatched,,
Chagas Cardiomyopathy,ambiguous,,
Chalazion,ambiguous,,
Challenging Behavior,unmatched,,
Change of Transit or Circulation,unmatched,,
Changes in AMH,unmatched,,
Charcot-Marie-Tooth Disease,ambiguous,,
"Charcot-Marie-Tooth Disease, Type IA",unmatched,,
Charcot-Marie-Tooth Type 1A,unmatched,,
Chemical and Drug Induced Liver Injury,ambiguous,,
Chemically-Induced Disorders,unmatched,,
Chemo-brain,unmatched,,
Chemoradiotherapy-Induced Severe Oral Mucositis,unmatched,,
Chemotherapeutic Toxicity,unmatched,,
Chemotherapeutic-Induced Anemia,unmatched,,
Chemotherapy,unmatched,,
Chemotherapy Effect,unmatched,,
Chemotherapy Induced Nausea and Vomiting,unmatched,,
Chemotherapy Induced Neuropathic Pain,unmatched,,
Chemotherapy Induced Peripheral Neuropathy,unmatched,,
Chemotherapy Induced Peripheral Neuropathy (CIPN),unmatched,,
Chemotherapy Induced Systolic Dysfunction,unmatched,,
Chemotherapy Related Cardiac Dysfunction,unmatched,,
Chemotherapy-Induced,unmatched,,
Chemotherapy-Induced Nausea and Vomiting,unmatched,,
Chemotherapy-Induced Nausea and Vomiting (CINV),unmatched,,
Chemotherapy-Induced Peripheral Neuropathy,unmatched,,
Chemotherapy-induced Cardiotoxicity,unmatched,,
Chemotherapy-induced Gastrointestinal Symptom Cluster,unmatched,,
Chemotherapy-induced Nausea and Vomiting,unmatched,,
Chemotherapy-induced Peripheral Neuropathy,unmatched,,
Chest Pain,ambiguous,,
Chest Pain Rule Out Myocardial Infarction,unmatched,,
Chest Syndrome,unmatched,,
Chest Tightness,unmatched,,
Chickenpox,ambiguous,,
Chidamide,unmatched,,
Child,unmatched,,
Child Development,unmatched,,
Child Development Disorders,unmatched,,
Child Health,unmatched,,
Child Malnutrition,unmatched,,
Child Mortality,unmatched,,
Child Preschool,unmatched,,
Child's Anxiety,unmatched,,
"Child, Only",unmatched,,
"Child, Preschool",unmatched,,
Child-Pugh A Hepatocellular Carcinoma,unmatched,,
Child/Adolescent Problem,unmatched,,
Childhood Absence Epilepsy,unmatched,,
Childhood Acute Lymphoblastic Leukemia in Remission,unmatched,,
Childhood Acute Myeloid Leukemia in Remission,unmatched,,
Childhood Apraxia of Speech,unmatched,,
Childhood Asthma,unmatched,,
Childhood Asthma With Acute Exacerbation,unmatched,,
Childhood Atopic Dermatitis,unmatched,,
Childhood Cancer,unmatched,,
Childhood Chronic Myelogenous Leukemia,unmatched,,
Childhood Diabetes Mellitus,unmatched,,
Childhood Glaucoma,unmatched,,
"Childhood Leukemia, Acute Lymphoblastic",unmatched,,
Childhood Malignant Fibrous Histiocytoma of Bone,unmatched,,
Childhood Mortality,unmatched,,
Childhood Myelodysplastic Syndromes,unmatched,,
Childhood Obesity,unmatched,,
Childhood Pneumonia,unmatched,,
Children,unmatched,,
Children Born to Mothers Enrolled in the TOCOPROM Trial,unmatched,,
Children Under 2 Years,unmatched,,
"Children and Adolescents, Boys and Girls",unmatched,,
"Children, Only",unmatched,,
Children´s Interstitial Lung Disease,unmatched,,
Chills,ambiguous,,
Chinese Herbal Medicine,unmatched,,
Chlamydia,unmatched,,
Chlamydia (Male),unmatched,,
Chlamydia Infection,ambiguous,,
Chlamydia Trachomatis,unmatched,,
Chlamydia Trachomatis Infection,unmatched,,
Chlamydial Conjunctivitis,unmatched,,
Chlamydial Infection,unmatched,,
Chlamydophila Pneumoniae Infections,unmatched,,
Chloral Hydrate,unmatched,,
Cholangiocarcinoma,ambiguous,,
Cholangiocarcinoma Advanced,unmatched,,
Cholangiocarcinoma Metastatic,unmatched,,
Cholangiocarcinoma Non-resectable,unmatched,,
Cholangiocarcinoma of the Gallbladder,unmatched,,
Cholangitis,ambiguous,,
Cholecystectomy,unmatched,,
"Cholecystectomy, Laparoscopic",unmatched,,
Cholecystitis,ambiguous,,
"Cholecystitis, Acute",ambiguous,,
"Cholecystitis, Chronic",unmatched,,
Cholecystitis/Cholelithiasis,unmatched,,
Cholera,ambiguous,,
Cholestasis,ambiguous,,
Cholesteatoma,ambiguous,,
Cholesterol,unmatched,,
"Cholesterol, Elevated",unmatched,,
"Cholesterol, LDL",unmatched,,
Cholesterolemia,unmatched,,
Cholinergic Antagonists,unmatched,,
Cholinergic Function,unmatched,,
Cholinergic System,unmatched,,
Cholinesterase Inhibitors,unmatched,,
Chondrosarcomas,ambiguous,,
Chordoma,ambiguous,,
Chordomas,ambiguous,,
Chorea Associated With Huntington Disease,unmatched,,
Chorioamnionitis,ambiguous,,
Choriocarcinoma,ambiguous,,
Chorioretinitis,ambiguous,,
Choroid Disease,unmatched,,
Choroidal Neovascularization,ambiguous,,
Choroideremia,matched_exact,Choroideremia,@DISEASE_Choroideremia
Chromosome Aberrations,ambiguous,,
Chromosome Abnormality,unmatched,,
Chronic,unmatched,,
Chronic Allergic Rhinitis,unmatched,,
Chronic Allograft Nephropathy,unmatched,,
Chronic Anal Fissure,unmatched,,
Chronic Anal Fissures,unmatched,,
Chronic Arsenic Poisoning,unmatched,,
Chronic Arthritis,unmatched,,
Chronic Asthma,unmatched,,
Chronic Atelectasis,unmatched,,
Chronic Atrophic Acrodermatitis,unmatched,,
Chronic Bacterial Cystitis,unmatched,,
Chronic Bronchitis,ambiguous,,
Chronic Central Serous Chorioretinopathy,unmatched,,
Chronic Chagas Disease,unmatched,,
Chronic Cholestasis,unmatched,,
Chronic Cluster Headache,unmatched,,
Chronic Constipation,unmatched,,
Chronic Coronary Artery Disease,unmatched,,
Chronic Coronary Syndrome,unmatched,,
Chronic Cough Caused by Gastroesophageal Reflux,unmatched,,
Chronic Daily Headache,unmatched,,
Chronic Depression,unmatched,,
Chronic Disease,ambiguous,,
Chronic Endometritis,unmatched,,
Chronic Eosinophilic Leukemia,unmatched,,
Chronic Fatigue Syndrome,ambiguous,,
Chronic Functional Constipation,unmatched,,
Chronic Gastritis,unmatched,,
Chronic Generalized Periodontitis,unmatched,,
Chronic Glomerulonephritis,unmatched,,
Chronic Gout,unmatched,,
Chronic Graft Versus Host Disease,unmatched,,
Chronic Graft-versus-Host-Disease,unmatched,,
Chronic Graft-versus-host Disease,unmatched,,
Chronic Graft-versus-host-disease,unmatched,,
Chronic Granulomatous Disease,ambiguous,,
Chronic Headache,unmatched,,
Chronic Heart Failure,unmatched,,
Chronic Heart Failure (CHF),unmatched,,
Chronic Heart Failure With Reduced Ejection Fraction,unmatched,,
Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),unmatched,,
Chronic Heart Failure With Reduced Systolic Function,unmatched,,
Chronic Hemodialysis (ESRD),unmatched,,
Chronic Hemodialysis Patients,unmatched,,
Chronic Hepatitis B,ambiguous,,
Chronic Hepatitis B Virus,unmatched,,
Chronic Hepatitis B With Significant Hepatic Fibrosis With Type 2 Diabetes,unmatched,,
Chronic Hepatitis C,ambiguous,,
Chronic Hepatitis C Infection,unmatched,,
Chronic Hepatitis b,ambiguous,,
Chronic Hepatitis c,ambiguous,,
Chronic Hypertension,unmatched,,
Chronic Hypertension Complicating Pregnancy (Diagnosis),unmatched,,
Chronic Hypoxemia,unmatched,,
Chronic Idiopathic Axonal Polyneuropathy,unmatched,,
Chronic Idiopathic Urticaria,unmatched,,
Chronic Illness,unmatched,,
Chronic Inflammation,unmatched,,
Chronic Inflammatory Bowel Disease,unmatched,,
Chronic Insomnia,unmatched,,
Chronic Kidney Disease,unmatched,,
Chronic Kidney Disease (CKD),unmatched,,
Chronic Kidney Disease 5D,unmatched,,
Chronic Kidney Disease Due to Type 2 Diabetes Mellitus,unmatched,,
